Order Date,Region,Sales,Order Year,Order Month,Order YearMonth
2011-01-07,South,18.54,2011,1,2011-01
2011-01-07,West,19.44,2011,1,2011-01
2011-01-07,South,2573.82,2011,1,2011-01
2011-01-07,South,391.98,2011,1,2011-01
2011-01-07,Africa,255.84,2011,1,2011-01
2011-01-07,South,609.98,2011,1,2011-01
2011-01-07,South,12.78,2011,1,2011-01
2011-01-07,Central,155.358,2011,1,2011-01
2011-01-08,Central,986.904,2011,1,2011-01
2011-01-08,Central,396.9,2011,1,2011-01
2011-01-08,Central,10.43,2011,1,2011-01
2011-01-08,North Asia,2173.5,2011,1,2011-01
2011-01-08,Central,115.8,2011,1,2011-01
2011-01-08,Africa,2478.6,2011,1,2011-01
2011-01-08,Central,76.728,2011,1,2011-01
2011-01-08,Africa,4.698,2011,1,2011-01
2011-01-08,Central,49.7,2011,1,2011-01
2011-01-09,Southeast Asia,239.7372,2011,1,2011-01
2011-01-09,Southeast Asia,176.6808,2011,1,2011-01
2011-01-09,Southeast Asia,123.753,2011,1,2011-01
2011-01-09,Southeast Asia,51.6285,2011,1,2011-01
2011-01-09,Southeast Asia,157.8225,2011,1,2011-01
2011-01-09,Southeast Asia,9.3225,2011,1,2011-01
2011-01-09,Southeast Asia,45.1935,2011,1,2011-01
2011-01-09,Southeast Asia,9.6114,2011,1,2011-01
2011-01-10,EMEA,41.7,2011,1,2011-01
2011-01-10,Oceania,161.514,2011,1,2011-01
2011-01-10,Oceania,2875.095,2011,1,2011-01
2011-01-10,North Asia,34.29,2011,1,2011-01
2011-01-10,North,113.82,2011,1,2011-01
2011-01-10,Africa,308.64,2011,1,2011-01
2011-01-10,Africa,16.65,2011,1,2011-01
2011-01-10,EMEA,10.53,2011,1,2011-01
2011-01-10,EMEA,588.6,2011,1,2011-01
2011-01-10,Central,31.2,2011,1,2011-01
2011-01-10,EMEA,53.16,2011,1,2011-01
2011-01-10,North Asia,25.92,2011,1,2011-01
2011-01-10,Central,9.344,2011,1,2011-01
2011-01-10,EMEA,11.37,2011,1,2011-01
2011-01-10,EMEA,37.11,2011,1,2011-01
2011-01-10,North,16.1,2011,1,2011-01
2011-01-10,Southeast Asia,12.4974,2011,1,2011-01
2011-01-10,North,205.965,2011,1,2011-01
2011-01-10,Oceania,30.456,2011,1,2011-01
2011-01-10,Africa,967.98,2011,1,2011-01
2011-01-10,EMEA,142.38,2011,1,2011-01
2011-01-10,South,425.24976,2011,1,2011-01
2011-01-10,EMEA,156.24,2011,1,2011-01
2011-01-10,EMEA,363.39,2011,1,2011-01
2011-01-10,EMEA,154.98,2011,1,2011-01
2011-01-11,Central,97.02,2011,1,2011-01
2011-01-11,Southeast Asia,4.9053,2011,1,2011-01
2011-01-11,South,2.89,2011,1,2011-01
2011-01-11,Southeast Asia,187.5735,2011,1,2011-01
2011-01-11,Oceania,114.768,2011,1,2011-01
2011-01-11,Central Asia,141.57,2011,1,2011-01
2011-01-11,Southeast Asia,77.715,2011,1,2011-01
2011-01-11,South,40.35,2011,1,2011-01
2011-01-11,Central,54.9,2011,1,2011-01
2011-01-11,Southeast Asia,554.3736,2011,1,2011-01
2011-01-11,Southeast Asia,333.6903,2011,1,2011-01
2011-01-11,South,51.94,2011,1,2011-01
2011-01-11,North,139.8,2011,1,2011-01
2011-01-11,North,102.72,2011,1,2011-01
2011-01-11,North,451.6,2011,1,2011-01
2011-01-11,North,1384.29,2011,1,2011-01
2011-01-11,EMEA,156.96,2011,1,2011-01
2011-01-11,South,22.05,2011,1,2011-01
2011-01-11,Southeast Asia,696.852,2011,1,2011-01
2011-01-11,North,1322.8,2011,1,2011-01
2011-01-11,South,267.984,2011,1,2011-01
2011-01-11,North,244.5,2011,1,2011-01
2011-01-12,Africa,15.282,2011,1,2011-01
2011-01-12,Central,16.74,2011,1,2011-01
2011-01-12,Africa,4.554,2011,1,2011-01
2011-01-12,Africa,15.552,2011,1,2011-01
2011-01-12,Central,551.61,2011,1,2011-01
2011-01-12,North,495.06,2011,1,2011-01
2011-01-12,Central,256.8,2011,1,2011-01
2011-01-12,Africa,3.087,2011,1,2011-01
2011-01-12,East,9.94,2011,1,2011-01
2011-01-12,Africa,12.672,2011,1,2011-01
2011-01-12,Africa,17.361,2011,1,2011-01
2011-01-12,Central,522.06,2011,1,2011-01
2011-01-12,North,384.96852,2011,1,2011-01
2011-01-12,North,290.1,2011,1,2011-01
2011-01-12,North,33.93,2011,1,2011-01
2011-01-13,Central,198.42,2011,1,2011-01
2011-01-13,Africa,1199.76,2011,1,2011-01
2011-01-13,South,26.4,2011,1,2011-01
2011-01-13,Central,9.045,2011,1,2011-01
2011-01-13,Africa,37.5,2011,1,2011-01
2011-01-13,Oceania,15.93,2011,1,2011-01
2011-01-13,North,201.26,2011,1,2011-01
2011-01-13,Central,21.9,2011,1,2011-01
2011-01-13,Central,49.8,2011,1,2011-01
2011-01-13,North,30.9,2011,1,2011-01
2011-01-13,Africa,793.68,2011,1,2011-01
2011-01-14,East,3.438,2011,1,2011-01
2011-01-14,Central,65.92,2011,1,2011-01
2011-01-14,South,11.36,2011,1,2011-01
2011-01-14,Africa,136.44,2011,1,2011-01
2011-01-14,Central,439.56,2011,1,2011-01
2011-01-14,EMEA,73.92,2011,1,2011-01
2011-01-14,South,545.94,2011,1,2011-01
2011-01-14,East,37.408,2011,1,2011-01
2011-01-14,Central,485.73,2011,1,2011-01
2011-01-14,West,19.9,2011,1,2011-01
2011-01-14,South,572.58,2011,1,2011-01
2011-01-14,EMEA,79.152,2011,1,2011-01
2011-01-14,Central,393.48,2011,1,2011-01
2011-01-14,South,646.74,2011,1,2011-01
2011-01-14,South,50.94,2011,1,2011-01
2011-01-14,Central,245.52,2011,1,2011-01
2011-01-14,West,1325.85,2011,1,2011-01
2011-01-14,EMEA,109.848,2011,1,2011-01
2011-01-14,Southeast Asia,98.7525,2011,1,2011-01
2011-01-14,North,105.52,2011,1,2011-01
2011-01-14,Central,224.07,2011,1,2011-01
2011-01-14,Southeast Asia,79.992,2011,1,2011-01
2011-01-14,EMEA,79.368,2011,1,2011-01
2011-01-14,Central,109.38,2011,1,2011-01
2011-01-14,West,333.999,2011,1,2011-01
2011-01-14,South,5.64,2011,1,2011-01
2011-01-15,Central,248.94,2011,1,2011-01
2011-01-15,Africa,14.706,2011,1,2011-01
2011-01-15,Africa,18.522,2011,1,2011-01
2011-01-15,Central,652.32,2011,1,2011-01
2011-01-15,Central,54.6,2011,1,2011-01
2011-01-15,Africa,44.874,2011,1,2011-01
2011-01-15,Central,20.7,2011,1,2011-01
2011-01-15,Central,169.5,2011,1,2011-01
2011-01-15,East,61.96,2011,1,2011-01
2011-01-15,Central,526.62,2011,1,2011-01
2011-01-15,Southeast Asia,149.9712,2011,1,2011-01
2011-01-15,Southeast Asia,51.3774,2011,1,2011-01
2011-01-15,Caribbean,265.44,2011,1,2011-01
2011-01-16,South,149.95,2011,1,2011-01
2011-01-17,Central,95.04,2011,1,2011-01
2011-01-17,Oceania,37.152,2011,1,2011-01
2011-01-17,North,17.055,2011,1,2011-01
2011-01-17,Central,299.97,2011,1,2011-01
2011-01-17,Central,45.846,2011,1,2011-01
2011-01-17,Central,84.375,2011,1,2011-01
2011-01-17,East,124.2,2011,1,2011-01
2011-01-17,East,30.072,2011,1,2011-01
2011-01-17,Oceania,18.576,2011,1,2011-01
2011-01-17,Central,1411.55124,2011,1,2011-01
2011-01-17,East,127.104,2011,1,2011-01
2011-01-17,East,18.588,2011,1,2011-01
2011-01-18,North,25.545,2011,1,2011-01
2011-01-18,South,38.4,2011,1,2011-01
2011-01-18,Africa,746.388,2011,1,2011-01
2011-01-18,EMEA,14.19,2011,1,2011-01
2011-01-18,South,108.24,2011,1,2011-01
2011-01-19,Africa,417.9,2011,1,2011-01
2011-01-19,Central,52.72,2011,1,2011-01
2011-01-19,Canada,16.29,2011,1,2011-01
2011-01-19,South,47.52,2011,1,2011-01
2011-01-19,South,145.26,2011,1,2011-01
2011-01-19,Central,226.4,2011,1,2011-01
2011-01-19,Southeast Asia,278.397,2011,1,2011-01
2011-01-19,Central,716.0,2011,1,2011-01
2011-01-19,Africa,40.92,2011,1,2011-01
2011-01-19,West,64.864,2011,1,2011-01
2011-01-19,South,48.42,2011,1,2011-01
2011-01-20,North,372.28,2011,1,2011-01
2011-01-20,Africa,48.51,2011,1,2011-01
2011-01-20,West,181.47,2011,1,2011-01
2011-01-20,West,32.34,2011,1,2011-01
2011-01-20,North,195.648,2011,1,2011-01
2011-01-20,Africa,48.0,2011,1,2011-01
2011-01-20,EMEA,11.37,2011,1,2011-01
2011-01-20,Africa,37.44,2011,1,2011-01
2011-01-20,Africa,825.36,2011,1,2011-01
2011-01-20,Oceania,138.753,2011,1,2011-01
2011-01-20,Central,58.44,2011,1,2011-01
2011-01-20,West,108.72,2011,1,2011-01
2011-01-20,Africa,23.616,2011,1,2011-01
2011-01-20,EMEA,140.91,2011,1,2011-01
2011-01-20,West,56.064,2011,1,2011-01
2011-01-20,EMEA,10.32,2011,1,2011-01
2011-01-21,EMEA,61.2,2011,1,2011-01
2011-01-21,Central,43.92,2011,1,2011-01
2011-01-21,South,38.6,2011,1,2011-01
2011-01-21,Central,66.58,2011,1,2011-01
2011-01-21,Central,495.42,2011,1,2011-01
2011-01-21,West,19.3,2011,1,2011-01
2011-01-21,EMEA,1244.16,2011,1,2011-01
2011-01-21,Central,2797.248,2011,1,2011-01
2011-01-21,Central,14.73,2011,1,2011-01
2011-01-21,South,699.93,2011,1,2011-01
2011-01-21,Southeast Asia,51.5796,2011,1,2011-01
2011-01-21,EMEA,84.6,2011,1,2011-01
2011-01-21,Central,107.4,2011,1,2011-01
2011-01-21,Central,247.716,2011,1,2011-01
2011-01-21,Central,13.98,2011,1,2011-01
2011-01-21,Central,29.7,2011,1,2011-01
2011-01-21,Central,182.32,2011,1,2011-01
2011-01-21,Central,272.94,2011,1,2011-01
2011-01-21,South,6.63,2011,1,2011-01
2011-01-21,South,22.96,2011,1,2011-01
2011-01-21,EMEA,27.0,2011,1,2011-01
2011-01-21,Central,19.05,2011,1,2011-01
2011-01-21,South,1067.94,2011,1,2011-01
2011-01-21,Central,60.96,2011,1,2011-01
2011-01-21,South,67.194,2011,1,2011-01
2011-01-21,Central,404.88,2011,1,2011-01
2011-01-21,EMEA,276.96,2011,1,2011-01
2011-01-21,West,19.36,2011,1,2011-01
2011-01-21,Central,17.76,2011,1,2011-01
2011-01-21,South,23.34,2011,1,2011-01
2011-01-22,South,25.248,2011,1,2011-01
2011-01-22,Central,202.2,2011,1,2011-01
2011-01-22,EMEA,77.472,2011,1,2011-01
2011-01-22,South,825.36,2011,1,2011-01
2011-01-22,Oceania,6.318,2011,1,2011-01
2011-01-22,South,888.93,2011,1,2011-01
2011-01-22,South,53.91,2011,1,2011-01
2011-01-22,Central,64.6425,2011,1,2011-01
2011-01-22,Africa,95.1,2011,1,2011-01
2011-01-22,Oceania,59.724,2011,1,2011-01
2011-01-22,Central,666.0,2011,1,2011-01
2011-01-22,South,108.92,2011,1,2011-01
2011-01-22,Central,11.58,2011,1,2011-01
2011-01-22,Central,259.44,2011,1,2011-01
2011-01-22,South,219.28,2011,1,2011-01
2011-01-23,EMEA,34.44,2011,1,2011-01
2011-01-23,Central,23.84,2011,1,2011-01
2011-01-23,Central,1102.08,2011,1,2011-01
2011-01-23,Central,920.4,2011,1,2011-01
2011-01-23,EMEA,8.91,2011,1,2011-01
2011-01-23,Central,47.96,2011,1,2011-01
2011-01-23,Central,25.8,2011,1,2011-01
2011-01-24,South,27.63,2011,1,2011-01
2011-01-24,South,69.228,2011,1,2011-01
2011-01-24,EMEA,15.36,2011,1,2011-01
2011-01-24,South,54.0,2011,1,2011-01
2011-01-24,South,41.16,2011,1,2011-01
2011-01-24,Oceania,420.42,2011,1,2011-01
2011-01-24,West,40.08,2011,1,2011-01
2011-01-24,Oceania,219.96,2011,1,2011-01
2011-01-24,EMEA,133.11,2011,1,2011-01
2011-01-24,Central Asia,59.25,2011,1,2011-01
2011-01-24,Oceania,110.808,2011,1,2011-01
2011-01-24,Central,11.43,2011,1,2011-01
2011-01-24,Oceania,139.2,2011,1,2011-01
2011-01-24,South,55.17,2011,1,2011-01
2011-01-24,Africa,41.76,2011,1,2011-01
2011-01-24,EMEA,560.97,2011,1,2011-01
2011-01-24,Central,5.94,2011,1,2011-01
2011-01-24,Southeast Asia,11.8773,2011,1,2011-01
2011-01-24,Central,591.3,2011,1,2011-01
2011-01-24,EMEA,1302.78,2011,1,2011-01
2011-01-24,South,72.948,2011,1,2011-01
2011-01-25,Caribbean,17.64,2011,1,2011-01
2011-01-25,Africa,147.582,2011,1,2011-01
2011-01-25,Africa,45.48,2011,1,2011-01
2011-01-25,Central,445.23,2011,1,2011-01
2011-01-25,Central,177.66,2011,1,2011-01
2011-01-25,Central,71.1,2011,1,2011-01
2011-01-25,North,31.72,2011,1,2011-01
2011-01-25,Central,132.9,2011,1,2011-01
2011-01-25,Africa,3.96,2011,1,2011-01
2011-01-25,Central,20.13,2011,1,2011-01
2011-01-25,North Asia,98.22,2011,1,2011-01
2011-01-26,EMEA,318.24,2011,1,2011-01
2011-01-26,Africa,310.59,2011,1,2011-01
2011-01-26,Central,59.58,2011,1,2011-01
2011-01-26,Central,136.35,2011,1,2011-01
2011-01-26,North,51.6,2011,1,2011-01
2011-01-26,Central,11.7,2011,1,2011-01
2011-01-26,South,570.285,2011,1,2011-01
2011-01-26,EMEA,256.14,2011,1,2011-01
2011-01-26,EMEA,1113.408,2011,1,2011-01
2011-01-26,Central,88.44,2011,1,2011-01
2011-01-26,North,12.78,2011,1,2011-01
2011-01-26,Central,177.36,2011,1,2011-01
2011-01-26,Central,119.184,2011,1,2011-01
2011-01-26,Central,85.59,2011,1,2011-01
2011-01-26,Central,41.49,2011,1,2011-01
2011-01-26,Central Asia,342.51,2011,1,2011-01
2011-01-26,North,88.2,2011,1,2011-01
2011-01-26,Africa,124.29,2011,1,2011-01
2011-01-26,Africa,8.76,2011,1,2011-01
2011-01-26,EMEA,16.296,2011,1,2011-01
2011-01-26,Africa,10.98,2011,1,2011-01
2011-01-26,Central Asia,79.38,2011,1,2011-01
2011-01-26,EMEA,5.052,2011,1,2011-01
2011-01-26,Africa,284.88,2011,1,2011-01
2011-01-26,Central,345.33,2011,1,2011-01
2011-01-26,EMEA,114.864,2011,1,2011-01
2011-01-26,Central,108.0,2011,1,2011-01
2011-01-26,EMEA,33.888,2011,1,2011-01
2011-01-26,Southeast Asia,334.3035,2011,1,2011-01
2011-01-26,Southeast Asia,141.7059,2011,1,2011-01
2011-01-26,South,31.5,2011,1,2011-01
2011-01-27,South,19.44,2011,1,2011-01
2011-01-27,EMEA,229.56,2011,1,2011-01
2011-01-27,Africa,76.26,2011,1,2011-01
2011-01-27,Africa,5.34,2011,1,2011-01
2011-01-27,Southeast Asia,82.0599,2011,1,2011-01
2011-01-27,South,489.92,2011,1,2011-01
2011-01-27,Africa,16.59,2011,1,2011-01
2011-01-27,North,115.44,2011,1,2011-01
2011-01-27,South,62.82,2011,1,2011-01
2011-01-27,North,30.68,2011,1,2011-01
2011-01-27,South,155.35,2011,1,2011-01
2011-01-27,Africa,50.7,2011,1,2011-01
2011-01-27,North Asia,39.96,2011,1,2011-01
2011-01-27,South,16.68,2011,1,2011-01
2011-01-27,North Asia,366.87,2011,1,2011-01
2011-01-27,Central,10.68,2011,1,2011-01
2011-01-27,South,12.42,2011,1,2011-01
2011-01-27,Caribbean,34.56,2011,1,2011-01
2011-01-27,Africa,20.13,2011,1,2011-01
2011-01-27,Central,141.96,2011,1,2011-01
2011-01-27,South,187.98,2011,1,2011-01
2011-01-28,Oceania,531.522,2011,1,2011-01
2011-01-28,West,333.0,2011,1,2011-01
2011-01-28,West,57.23,2011,1,2011-01
2011-01-28,Southeast Asia,90.2325,2011,1,2011-01
2011-01-28,Central,27.648,2011,1,2011-01
2011-01-28,Southeast Asia,132.0495,2011,1,2011-01
2011-01-28,West,36.44,2011,1,2011-01
2011-01-29,South,492.624,2011,1,2011-01
2011-01-29,South,369.468,2011,1,2011-01
2011-01-29,Africa,43.92,2011,1,2011-01
2011-01-29,East,3.928,2011,1,2011-01
2011-01-30,Africa,3.789,2011,1,2011-01
2011-01-30,Africa,41.85,2011,1,2011-01
2011-01-30,Oceania,161.892,2011,1,2011-01
2011-01-30,Africa,1.161,2011,1,2011-01
2011-01-30,Africa,11.817,2011,1,2011-01
2011-01-30,Africa,20.142,2011,1,2011-01
2011-01-30,Africa,18.18,2011,1,2011-01
2011-01-30,Africa,5.022,2011,1,2011-01
2011-01-30,Africa,191.034,2011,1,2011-01
2011-01-31,Caribbean,30.464,2011,1,2011-01
2011-01-31,Oceania,32.1,2011,1,2011-01
2011-01-31,Southeast Asia,113.4,2011,1,2011-01
2011-01-31,Africa,63.0,2011,1,2011-01
2011-01-31,Central,35.22,2011,1,2011-01
2011-01-31,North Asia,163.98,2011,1,2011-01
2011-01-31,Africa,435.99,2011,1,2011-01
2011-01-31,Oceania,373.896,2011,1,2011-01
2011-01-31,Oceania,105.66,2011,1,2011-01
2011-01-31,Oceania,1917.24,2011,1,2011-01
2011-01-31,Africa,95.04,2011,1,2011-01
2011-01-31,Oceania,121.92,2011,1,2011-01
2011-01-31,Central,229.94,2011,1,2011-01
2011-01-31,Oceania,838.593,2011,1,2011-01
2011-01-31,Oceania,62.1,2011,1,2011-01
2011-01-31,Caribbean,84.672,2011,1,2011-01
2011-01-31,Africa,23.79,2011,1,2011-01
2011-01-31,Oceania,2571.12,2011,1,2011-01
2011-01-31,Central,10.56,2011,1,2011-01
2011-01-31,Africa,333.9,2011,1,2011-01
2011-02-01,South,78.3,2011,2,2011-02
2011-02-01,Central,139.65,2011,2,2011-02
2011-02-01,Central Asia,40.68,2011,2,2011-02
2011-02-01,EMEA,309.6,2011,2,2011-02
2011-02-01,West,290.666,2011,2,2011-02
2011-02-01,Central,400.704,2011,2,2011-02
2011-02-01,Africa,206.4,2011,2,2011-02
2011-02-01,North Asia,162.72,2011,2,2011-02
2011-02-01,Central Asia,20.34,2011,2,2011-02
2011-02-01,Central Asia,285.78,2011,2,2011-02
2011-02-01,Central,11.82,2011,2,2011-02
2011-02-01,Central,9.576,2011,2,2011-02
2011-02-01,Central,21.06,2011,2,2011-02
2011-02-01,Central,21.39,2011,2,2011-02
2011-02-01,Central Asia,22.65,2011,2,2011-02
2011-02-01,Central,81.984,2011,2,2011-02
2011-02-01,North Asia,352.35,2011,2,2011-02
2011-02-02,Central,13.185,2011,2,2011-02
2011-02-02,Southeast Asia,43.5024,2011,2,2011-02
2011-02-02,Central,468.9,2011,2,2011-02
2011-02-02,North Asia,380.88,2011,2,2011-02
2011-02-02,South,266.496,2011,2,2011-02
2011-02-02,South,116.04,2011,2,2011-02
2011-02-02,South,729.48,2011,2,2011-02
2011-02-02,Oceania,34.02,2011,2,2011-02
2011-02-02,North,161.514,2011,2,2011-02
2011-02-02,Central,86.265,2011,2,2011-02
2011-02-02,Southeast Asia,334.3035,2011,2,2011-02
2011-02-02,Central,378.81,2011,2,2011-02
2011-02-02,Central,88.83,2011,2,2011-02
2011-02-02,Central,248.022,2011,2,2011-02
2011-02-02,Southeast Asia,104.8764,2011,2,2011-02
2011-02-02,Central,45.975,2011,2,2011-02
2011-02-02,North Asia,692.328,2011,2,2011-02
2011-02-02,North Asia,468.12,2011,2,2011-02
2011-02-02,Central,583.92,2011,2,2011-02
2011-02-02,South,37.8,2011,2,2011-02
2011-02-02,North Asia,1052.31,2011,2,2011-02
2011-02-02,Central,44.13,2011,2,2011-02
2011-02-02,South,44.1,2011,2,2011-02
2011-02-02,South,587.412,2011,2,2011-02
2011-02-02,Central,549.927,2011,2,2011-02
2011-02-02,North Asia,94.65,2011,2,2011-02
2011-02-02,South,56.88,2011,2,2011-02
2011-02-03,South,18.336,2011,2,2011-02
2011-02-03,North Asia,29.82,2011,2,2011-02
2011-02-03,Africa,25.488,2011,2,2011-02
2011-02-03,North,90.63,2011,2,2011-02
2011-02-03,South,180.96,2011,2,2011-02
2011-02-03,Africa,9.06,2011,2,2011-02
2011-02-03,West,12.35,2011,2,2011-02
2011-02-04,Oceania,883.8,2011,2,2011-02
2011-02-04,Africa,4.41,2011,2,2011-02
2011-02-04,Africa,115.44,2011,2,2011-02
2011-02-04,Africa,58.98,2011,2,2011-02
2011-02-04,Africa,6.822,2011,2,2011-02
2011-02-04,Oceania,440.88,2011,2,2011-02
2011-02-04,Africa,52.86,2011,2,2011-02
2011-02-04,West,83.84,2011,2,2011-02
2011-02-04,Central,148.878,2011,2,2011-02
2011-02-04,West,13.272,2011,2,2011-02
2011-02-04,Central,30.24,2011,2,2011-02
2011-02-04,Central,27.36,2011,2,2011-02
2011-02-05,EMEA,8.028,2011,2,2011-02
2011-02-05,EMEA,59.4,2011,2,2011-02
2011-02-05,West,17.248,2011,2,2011-02
2011-02-05,EMEA,19.584,2011,2,2011-02
2011-02-05,West,82.896,2011,2,2011-02
2011-02-05,West,34.24,2011,2,2011-02
2011-02-06,EMEA,2.688,2011,2,2011-02
2011-02-07,Central,8.952,2011,2,2011-02
2011-02-07,Oceania,285.12,2011,2,2011-02
2011-02-07,Central,31.41,2011,2,2011-02
2011-02-07,Southeast Asia,252.0378,2011,2,2011-02
2011-02-07,Central,207.825,2011,2,2011-02
2011-02-07,Central,50.28,2011,2,2011-02
2011-02-07,North Asia,66.96,2011,2,2011-02
2011-02-07,South,161.61,2011,2,2011-02
2011-02-07,South,15.0,2011,2,2011-02
2011-02-07,South,144.95,2011,2,2011-02
2011-02-07,Southeast Asia,185.04,2011,2,2011-02
2011-02-07,Central,111.84,2011,2,2011-02
2011-02-07,North Asia,278.16,2011,2,2011-02
2011-02-08,Africa,331.02,2011,2,2011-02
2011-02-08,East,64.96,2011,2,2011-02
2011-02-08,North Asia,58.17,2011,2,2011-02
2011-02-08,South,109.62,2011,2,2011-02
2011-02-08,North Asia,38.88,2011,2,2011-02
2011-02-08,East,115.36,2011,2,2011-02
2011-02-08,Africa,49.5,2011,2,2011-02
2011-02-08,South,50.26,2011,2,2011-02
2011-02-08,Central,159.75,2011,2,2011-02
2011-02-08,EMEA,30.3,2011,2,2011-02
2011-02-09,South,59.616,2011,2,2011-02
2011-02-09,Caribbean,422.82,2011,2,2011-02
2011-02-09,South,367.56,2011,2,2011-02
2011-02-09,North,268.812,2011,2,2011-02
2011-02-09,Oceania,136.566,2011,2,2011-02
2011-02-09,Caribbean,618.56,2011,2,2011-02
2011-02-09,Central,91.125,2011,2,2011-02
2011-02-09,South,92.64,2011,2,2011-02
2011-02-09,North Asia,202.776,2011,2,2011-02
2011-02-09,Central,133.35,2011,2,2011-02
2011-02-09,North,513.29136,2011,2,2011-02
2011-02-09,Central,266.832,2011,2,2011-02
2011-02-09,South,84.78,2011,2,2011-02
2011-02-09,Central,54.78,2011,2,2011-02
2011-02-09,North,406.704,2011,2,2011-02
2011-02-09,Caribbean,405.12,2011,2,2011-02
2011-02-09,Central,80.22,2011,2,2011-02
2011-02-09,West,14.56,2011,2,2011-02
2011-02-09,North Asia,256.74,2011,2,2011-02
2011-02-09,North Asia,25.725,2011,2,2011-02
2011-02-09,North Asia,25.35,2011,2,2011-02
2011-02-09,South,47.88,2011,2,2011-02
2011-02-10,EMEA,169.68,2011,2,2011-02
2011-02-10,EMEA,197.49,2011,2,2011-02
2011-02-10,Central,780.3,2011,2,2011-02
2011-02-10,Central,205.53,2011,2,2011-02
2011-02-10,Africa,115.2,2011,2,2011-02
2011-02-10,Central,26.325,2011,2,2011-02
2011-02-10,North Asia,6998.64,2011,2,2011-02
2011-02-10,North Asia,201.48,2011,2,2011-02
2011-02-10,North,41.12,2011,2,2011-02
2011-02-10,South,19.14,2011,2,2011-02
2011-02-10,Central,18.93,2011,2,2011-02
